Stir Fry Green beans and Tofu with Panch Phoron Recipe ,",1 cup Green beans (French Beans) , chopped into half,1 cup Tofu , crumbled,1 Onion , sliced,1 teaspoon Turmeric powder (Haldi),1 teaspoon Mustard seeds,1 sprig Curry leaves,2 teaspoon Panch Phoran Masala,Salt , to taste,Sunflower Oil , for cooking",10,30,40,4,Bengali Recipes,Side Dish,Vegetarian,"We begin making the Stir Fry Green beans and Tofu with Panch Phoron Recipe by pressure cooking the green beans in the pressure cooker with salt and water for about 2 whistle. Release the pressure naturally, strain the water and keep it aside.Heat a kadai with oil, splutter the mustard seeds and curry leaves. Then add the sliced onion and saute till it is translucent.Once done add in the boiled beans and tofu. Sprinkle the spice powders and saute till it is mixed well. Serve the Stir Fry Green beans and Tofu with Panch Phoron Recipe can be served along with phulka or just with vegetable pulao. s
"
Whole Wheat Chocolate Cinnamon Cupcakes Recipe,",1-1/2 cup Whole Wheat Flour,1 cup Milk,2 tablespoons Sunflower Oil,1 cup Caster Sugar,1 teaspoon Vanilla Extract,1/2 teaspoon Baking powder,1/4 teaspoon Baking soda,1 tablespoon Cinnamon Powder (Dalchini),2 tablespoons Cocoa Powder,Chocolate chips , as required,Cinnamon Powder (Dalchini) , as required, for garnishing",15,20,35,2,Continental,Dessert,Vegetarian,"To begin making the Whole Wheat Chocolate Cinnamon Cupcakes recipe, in a mixing bowl, add milk, oil, vanilla extract and castor sugar and mix it well.In another bowl, sieve whole wheat flour with baking powder, baking soda, cinnamon powder and cocoa powder all together. Now gradually add this mixture into milk mixture and mix it into all combined.Preheat the microwave at 180 degrees. Set the cupcake liners into cupcake mould and pour the batter into liners and sprinkle chocolate chips on top.Bake them for 20-25 minutes into preheated microwave. Let them cool and garnish them with cinnamon powder on top.Serve Whole Wheat Chocolate Cinnamon Cupcakes along with Espresso Coffee and Avocado Egg Sandwich for your next tea party.
"
Goan Batata Recheado Recipe With Carrots & Beans,",200 grams Baby Potatoes,2 Carrots (Gajjar) , cut into discs,150 grams Green beans (French Beans),1 Onion , finely chopped,1 cup Reacheado Masala,Sunflower Oil , for cooking,Salt , to taste,10 Dry Red Chillies,1 tablespoon Tamarind Paste,4 Cloves (Laung),1 Cinnamon stick,2 Cardamom (Elaichi) Pods/Seeds,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Black pepper corns,1 inch Ginger,8 cloves Garlic,1 Onion,1/2 teaspoon Turmeric powder (Haldi),2 tablespoons Vinegar,1 teaspoon Tamarind,Salt , to taste",15,15,30,4,Goan Recipes,Side Dish,Vegetarian,"To begin making Batata Recheado Recipe With Carrots & Beans first make the Recheado Masala.First soak the red chilies, cloves, cinnamon, cumin seeds, black peppercorns, cardamom pods, ginger and garlic in vinegar for at least 4 to 5 hours.Heat a pan add a teaspoon of oil and roast the onions until soft and become lightly caramelized. Keep aside to cool.Once the red chillies along with the spices are soaked well, grind them together along with the caramelized onions, jaggery, salt and turmeric powder to make a smooth paste. Once done check the salt and adjust according to taste. The Recheado Masala is now ready.Next pressure cook baby potatoes in the pressure cooker for about three whistles, turn off the heat. Let the pressure cooker release naturally.Peel and keep the baby potatoes aside. Add the carrots and beans together along with 1 tablespoon of water, some salt into the pressure cooker.Pressure cook the beans and carrots for one whistle and release the pressure immediately. This will ensure the carrots and beans retain their colors and not get over cooked.Heat oil in a wok and add oil. Once the oil is hot add chopped onions and saute it till they become soft. Add the potatoes and saute till they turn golden brown.Next add the Recheado and saute till the raw smell goes away, this will take about five minutes. Make sure not to burn the masala and keep the heat on medium.Add the carrots and beans to the potatoes. Stir well to combine, check the salt and adjust according to taste.Cover the Batata Recheado With Carrots & Beans and cook for about 4 minutes until the potatoes and vegetables become well coated with the Recheado Masala.  Once done, turn off the heat and transfer the Batata Recheado With Carrots & Beans to a serving bowl Serve Batata Recheado With Carrots & Beans with Goan Style Sangacho Ross, Steamed Rice and Manganem for a lovely Goan vegetarian meal.
"
Bitter Gourd Peel Puri Recipe,",2 cups Whole Wheat Flour,1/2 cup Gram flour (besan),1 cup Karela (Bitter Gourd/ Pavakkai) , peel,2 tablespoon Ajwain (Carom seeds),2 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),Salt , to taste,Sunflower Oil , for frying",10,25,35,4,North Indian Recipes,Side Dish,Vegetarian,"To begin making the Bitter Gourd Peel Puri Recipe, mix all the ingredients into a bowl including whole wheat flour, gram flour, karela peel, caraway seeds, red chilli powder, turmeric powder, turmeric powder, coriander powder and salt.Add water slowly and knead it into a soft dough and keep it ready. Rest the dough for atleast 30 minutes.Heat oil in the kadai to fry the puris and keep it ready.Make small balls out of the dough and dust the rolling table with flour and flatten the puris with the rolling pin. See to that you make small thick size round out of the dough.As you have rolled all the dough now, heat a Kadai and add oil. When oil gets heated, gently add a flattened puri.Using a frying spoon or slotted spoon gently press the puri, put some hot oil on top and move in a circular way.You will notice that the puri gets puffed and rises up. At this point, turn it to the other side and fry till it turns golden brown. Do not keep the puri in oil for more than 2 Minutes else it will become brittle.Drain it on kitchen towel, continue the deep frying process for all the other flattened puris.Serve the Bitter Gourd Peel Puri Recipe along with Chole Masala, Pickled Onions and Boondi Raita by the side to enjoy your breakfast.
"
Lentil Tabbouleh Recipe (Middle Eastern Vegetarian Salad With Lentils),",1 cup Masoor Dal (Whole),8 Cherry tomatoes , halved,1 English Cucumber , finely chopped,5 sprig Coriander (Dhania) Leaves , or parsley leaves, finely chopped,5 sprig Mint Leaves (Pudina) , finely chopped,1 tablespoon Lemon juice,2 tablespoons Extra Virgin Olive Oil,1 pinch Whole Black Peppercorns , crushed,Salt , to taste",10,20,30,2,Middle Eastern,Side Dish,High Protein Vegetarian,"To begin making Lentil Tabbouleh Recipe- Middle Eastern Vegetarian Salad With Lentils, rinse the puny lentils or whole masoor dal in running tap water until the water turns clear.Boil dal in a wide pan with enough water and season with salt. Keep tasting the texture of the lentil to what you want for the salad and drain it and keep it in the refrigerator to cool.Now take a big salad bowl, add the lentils, finely chopped cucumber, halved cherry tomatoes, coriander, and mint leaves. Mix them well.Add the extra virgin olive oil and season with salt and pepper.Serve the Lentil Tabbouleh as a part of the mezze for a weeknight supper with halloumi bruschetta, hummus, yogurt, couscous salad, Vegetarian Stromboli and sandwich with arugula, or as a refreshing salad for lunch.
"
Seppakizhangu Roast (South Indian Style Arbi Fry) Recipe,",500 grams Colocasia root (Arbi),2 teaspoon Gram flour (besan),2 teaspoon Rice flour,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 teaspoon Turmeric powder (Haldi),Sunflower Oil , to cook,Salt , to taste",15,40,55,4,South Indian Recipes,Lunch,Vegetarian,"To begin making Seppakizhangu Roast (South Indian Style Arbi Fry) Recipe, take the arbi and pressure cook them with enough water for 1 whistle. Switch off the heat and release the pressure, this will avoid the overcooking of arbi. Now peel the skin of the arbi, cut each one of them into 2-3 pieces and keep it aside.Take a big bowl, add all the dry ingredients except oil and mix well.Now add the arbi mix it lightly to coat all the vegetable with spices. Marinate the arbi/ colocasia in this mix for 20 minutes.Heat oil in a pan on medium heat, add the marinated arbi and give it a gentle stir.Let the arbi cook and get roasted in medium heat, occasionally give it a gentle stir.Serve the Seppakizhangu Roast (South Indian Style Arbi Fry) Recipe with Steamed Rice and Rasam. This also makes a great combination with hot Phulkas or Chapatis.
"
Badam Sharbat Recipe - Almond Milk With Nuts & Spices,",50 grams Badam (Almond),3 tablespoons Melon seeds,100 grams Jaggery , powdered or sugar,1 teaspoon Cardamom Powder (Elaichi),Kewra essence , Few drops,Saffron strands , Few",10,30,40,2,Indian,Snack,High Protein Vegetarian,"To begin making the Badam Sharbat recipe, soak the almonds in enough water overnight.Soak melon seeds in water for 2-3 hours. Peel off the skin of almonds and blend with melon seeds in a mixer adding 1/4 cup water until you get a smooth mixture.Heat jaggery in 1 cup water in a saucepan. Once jaggery is completely dissolved, add almond milk and cardamom powder.Cook till the mixture is reduced to half. It may take around 15 minutes. Remove from the heat and allow to cool.For Sharbat, use 1 or 2 tablespoons of prepared badam syrup and mix with cold milk. Add few drops of Kewra essence and saffron strands. Mix everything well and serve chilled with ice cubes.Serve Badam Sharbat along with Whole Wheat Flour Chakli and Leftover Roti Cutlet to your guests.
"
Whole Wheat Homemade English Muffins Recipe,",2 cups All Purpose Flour (Maida),2 cups Whole Wheat Flour,3 teaspoons Active dry yeast,2 teaspoons Sugar,1/2 teaspoon Salt,4 tablespoons Butter , melted,1 cup Milk , warm,Corn meal , or semolina for dusting",120,30,150,6,Continental,World Breakfast,Vegetarian,"To begin making the Whole Wheat Homemade English Muffins Recipe, into the large bowl of the stand mixer, add in a cup of warm milk, the melted butter, an egg, half a teaspoon of salt, 2 teaspoon castor sugar, 3 teaspoons active dry yeast, and the flours.Using the dough hook knead the dough until all the ingredients are well combined to form a soft smooth dough.Place the dough in a greased bowl, cover with a cling wrap and allow it to rise until doubled about 2 hours.Notice after a couple of hours the dough has risen.Punch down the dough and divide it into eight to 10 equal pieces.Shape each piece of dough into a ball and pat it down lightly to form a 1/2 inch thick round.Dust each side of the round with cornmeal or semolina.Sprinkle the baking sheet with cornmeal or semolina and set the rounds on this to rise.Cover the dough and allow it to rise for another half an hour.Preheat greased iron skillet or any other skillet that you have on low heat.Cook muffins on griddle about 10 minutes on each side on medium heat. They should be golden brown when you turn them.Proceed the same way with the remaining muffins. To serve the English Muffins, split the muffins with a fork andserve warm along with butter and eggs or even your favorite jelly.You can also make English Muffin Pizzas by topping with with some roasted bell peppers , cheese and sauces. They make quick weeknight dinners as well.
"
Masoor Dal Gassi Recipe - Lentils in Tangy Coconut Curry,",3/4 cup Masoor Dal (Whole),1/2 teaspoon Turmeric powder (Haldi),Salt , to taste,1/3 Fresh coconut , grated,20 grams Tamarind,3 Dry Red Chillies,2 teaspoons Coriander (Dhania) Seeds,1 teaspoon Mustard seeds,3 cloves Garlic",10,40,50,4,Mangalorean,Dinner,High Protein Vegetarian,"To begin making the Masoor Dal Gassi Recipe, we will first cook the dal in the pressure cooker. Place the dal in the pressure cooker, add salt, turmeric powder and 2-1/2 cups of water. Cover the cooker, place the weight on and pressure cook for a couple of whistles.After a couple of whistles, turn the heat to low and simmer for about 4 minutes and turn off the heat. Allow the pressure cooker to rest until the pressure releases naturally. After the dal is cooked keep it aside.Our next step is to make the masala for the gassi. In a small frying pan, dry roast the coriander seeds and red chillies until fragrant. Once roasted, allow it to cool.Once cooled, place the roasted coriander, red chillies, coconut, tamarind and garlic into a blender. Add a little warm water and grind to make a smooth gassi masala paste.Add this masala, to the cooked dal mixture and bring the dal to a brisk boil for about 3 to 4 minutes. Adjust the consistency of the Moong Dal gassi, but adding a little water, as the mixture can thicken when the masala is added. The gassi is traditional is not in a liquid form but, if of a thick gravy consistency.Check the salt and spice levels and adjust to suit your taste. Transfer the Masoor Dal gassi to a serving bowl.The final step is to prepare the seasoning for the Masoor Dal gassi. Heat a small tadka pan on medium heat; add the mustard seeds and allow it to crackle. Add the garlic, red chillies and curry leaves and roast for a couple of minutes.Pour the seasoning over the Masoor Dal gassi and serve.Serve the Masoor Dal Gassi along with Steamed Rice topped with ghee,Kadalai Manoli and Dhangar Pachadi.
"
Paleo Breakfast Casserole Recipe In A Mug,",4 Whole Eggs,2 Onions , finely chopped,1 Green Chilli , finely chopped,1 Cup Cauliflower (gobi) , grated,1 cup Red Bell pepper (Capsicum) , finely chopped,1 cup Yellow Bell Pepper (Capsicum) , finely chopped,1/2 teaspoon Red Chilli flakes,1/2 teaspoon Black pepper powder , freshly pounded,Salt , to taste",20,45,65,2,Continental,World Breakfast,Eggetarian,"To make Paleo Breakfast Casserole Recipe In A Mug, In a bowl, add eggs, grated cauliflower, onions, green chilli, and chopped bell peppers. Whisk them together until they blend well.Season it with salt, red chili flakes and pepper powder.Preheat oven to 350 degree Fahrenheit.In an oven safe ramekins/mug, add egg mixture to three-fourth of the mug.Bake in oven for about 35 minutes until the eggs are set in the middle of the mug. If you don’t prefer watery eggs or undercooked ones, bake them for about additional 10 minutes until the top layer raises up and becomes little brownish.Remove the mug from the oven and leave them as it is for few minutes.Serve Paleo Breakfast Casserole Recipe In A Mug for a healthy and scrumptious breakfast with fresh fruit juice so that you just love your mornings.
"
Cheesy Kulcha Sandwich Recipe With Ghee Roast Mushrooms,",300 grams Button mushrooms,6 Dry Red Chillies,1 teaspoon Whole Black Peppercorns,2 Cloves (Laung),1 teaspoon Methi Seeds (Fenugreek Seeds),2 teaspoon Coriander (Dhania) Seeds,1 teaspoon Cumin seeds (Jeera),6 cloves Garlic,1 tablespoon Tamarind Paste,2 tablespoons Ghee,2 sprig Curry leaves,2 teaspoons Jaggery,Salt , to taste,1/2 cup Whole Wheat Flour,1/2 cup All Purpose Flour (Maida),1 Green Chilli , finely chopped,5 cloves Garlic , finely chopped,Salt , to taste,1/2 teaspoon Active dry yeast,1 tablespoon Ghee,1 teaspoon Sugar,2 sprig Coriander (Dhania) Leaves , finely chopped,1/3 cup Curd (Dahi / Yogurt),Water , if required,1/2 cup Britannia Cheese Block , grated,Butter , to grease",20,45,65,4,Fusion,Appetizer,Vegetarian,"To begin making the Cheesy Kulcha Sandwich Recipe With Ghee Roast Mushrooms, we need to marinate the mushrooms to make the Mushroom Ghee Roast Recipe.To marinate the mushrooms In a mixing bowl, combine the mushrooms, along with the yogurt, turmeric powder and lemon juice. Mix well and set aside for at least 30 minutes. To make the ghee roast masalaHeat a skillet on medium heat, to this add the, dry red chillies, peppercorns, cloves, methi seeds, coriander seeds and cumin seeds. Dry roast for a few minutes until the aroma of the spices wafts in the air. Turn off the heat and allow the spices to cool down. Into the mixer jar,add the roasted spices, garlic cloves, and tamarind paste, grind into a smooth paste, using some water. Transfer ghee roast masala into a bowl and set aside. To make the Mushroom Ghee Roast Heat a kadai, on medium flame, to this add ghee. Once the ghee is hot add the curry leaves. When the curry leaves splutter, add in the marinated mushrooms along with the marinade and cook on medium-high heat. The mushrooms will release a lot of water, allow them to cook in that water until the water is almost evaporated and the mushrooms are well done. Now add salt, the freshly ground ghee roast masala, jaggery and mix well to combine. Continue to cook for about a minute or two longer and turn off the heat. Transfer the Mushroom Ghee Roast Masala to a bowl and set aside. The next step is to make the Chilli Garlic Kulchas In a mixing bowl, combine the maida and whole wheat flour with green chilies, garlic, salt, yeast, ghee, sugar, coriander leaves, and mix well. Now add curd, and mix it into the dough, add water only if required to bring the dough together. Add oil and smoothen out the kneaded dough and allow it to rest for about 30 minutes. Cover with a damp muslin cloth in a warm place until it almost doubles in size.After 30 minutes, pinch out small lemon size portion from the dough, to make mini kulchas. Preheat a griddle on medium heat and grease with ghee. Roll out small, mini kulchas, which are not too thick, and place them on a hot griddle. Lightly cook on both sides until 80% done and the colour of kulchas is faintly brown in colour. Remove from the griddle and set aside. To assemble the Cheesy Kulcha Sandwich Recipe With Ghee Roast MushroomsOn a countertop, place one kulchas on the surface, sprinkle some cheese, about a tablespoon or two of the mushroom ghee roast and some more cheese over this. Close with another mini kulcha to make a Kulcha Sandwich.Preheat a grill sandwich press. Gently place the mini kulcha sandwiches in the grill and close.Cook the Cheesy Kulcha Sandwich With Ghee Roast Mushrooms for about 2-3 minutes, until the kulchas get the deep brown grill marks on it and the cheese melts. Once done, remove the grill and serve the Cheesy Kulcha Sandwich With Ghee Roast Mushrooms hot as an appetizer or evening snack.Serve Cheesy Kulcha Sandwich Recipe With Ghee Roast Mushrooms along with Pudina Dahi Chutney Recipe- Mint Yoghurt Dip amongst other party appetizers like Delicious Butter Chicken Pani Puri Recipe or Spicy Lemon Chilli Paneer Tart With Curry Leaves Recipe
"
Cheesy Kulcha Sandwich Recipe With Ghee Roast Mushrooms,",300 grams Button mushrooms,6 Dry Red Chillies,1 teaspoon Whole Black Peppercorns,2 Cloves (Laung),1 teaspoon Methi Seeds (Fenugreek Seeds),2 teaspoon Coriander (Dhania) Seeds,1 teaspoon Cumin seeds (Jeera),6 cloves Garlic,1 tablespoon Tamarind Paste,2 tablespoons Ghee,2 sprig Curry leaves,2 teaspoons Jaggery,Salt , to taste,1/2 cup Whole Wheat Flour,1/2 cup All Purpose Flour (Maida),1 Green Chilli , finely chopped,5 cloves Garlic , finely chopped,Salt , to taste,1/2 teaspoon Active dry yeast,1 tablespoon Ghee,1 teaspoon Sugar,2 sprig Coriander (Dhania) Leaves , finely chopped,1/3 cup Curd (Dahi / Yogurt),Water , if required,1/2 cup Britannia Cheese Block , grated,Butter , to grease",20,45,65,4,Fusion,Appetizer,Vegetarian,"To begin making the Cheesy Kulcha Sandwich Recipe With Ghee Roast Mushrooms, we need to marinate the mushrooms to make the Mushroom Ghee Roast Recipe.To marinate the mushrooms In a mixing bowl, combine the mushrooms, along with the yogurt, turmeric powder and lemon juice. Mix well and set aside for at least 30 minutes. To make the ghee roast masalaHeat a skillet on medium heat, to this add the, dry red chillies, peppercorns, cloves, methi seeds, coriander seeds and cumin seeds. Dry roast for a few minutes until the aroma of the spices wafts in the air. Turn off the heat and allow the spices to cool down. Into the mixer jar,add the roasted spices, garlic cloves, and tamarind paste, grind into a smooth paste, using some water. Transfer ghee roast masala into a bowl and set aside. To make the Mushroom Ghee Roast Heat a kadai, on medium flame, to this add ghee. Once the ghee is hot add the curry leaves. When the curry leaves splutter, add in the marinated mushrooms along with the marinade and cook on medium-high heat. The mushrooms will release a lot of water, allow them to cook in that water until the water is almost evaporated and the mushrooms are well done. Now add salt, the freshly ground ghee roast masala, jaggery and mix well to combine. Continue to cook for about a minute or two longer and turn off the heat. Transfer the Mushroom Ghee Roast Masala to a bowl and set aside. The next step is to make the Chilli Garlic Kulchas In a mixing bowl, combine the maida and whole wheat flour with green chilies, garlic, salt, yeast, ghee, sugar, coriander leaves, and mix well. Now add curd, and mix it into the dough, add water only if required to bring the dough together. Add oil and smoothen out the kneaded dough and allow it to rest for about 30 minutes. Cover with a damp muslin cloth in a warm place until it almost doubles in size.After 30 minutes, pinch out small lemon size portion from the dough, to make mini kulchas. Preheat a griddle on medium heat and grease with ghee. Roll out small, mini kulchas, which are not too thick, and place them on a hot griddle. Lightly cook on both sides until 80% done and the colour of kulchas is faintly brown in colour. Remove from the griddle and set aside. To assemble the Cheesy Kulcha Sandwich Recipe With Ghee Roast MushroomsOn a countertop, place one kulchas on the surface, sprinkle some cheese, about a tablespoon or two of the mushroom ghee roast and some more cheese over this. Close with another mini kulcha to make a Kulcha Sandwich.Preheat a grill sandwich press. Gently place the mini kulcha sandwiches in the grill and close.Cook the Cheesy Kulcha Sandwich With Ghee Roast Mushrooms for about 2-3 minutes, until the kulchas get the deep brown grill marks on it and the cheese melts. Once done, remove the grill and serve the Cheesy Kulcha Sandwich With Ghee Roast Mushrooms hot as an appetizer or evening snack.Serve Cheesy Kulcha Sandwich Recipe With Ghee Roast Mushrooms along with Pudina Dahi Chutney Recipe- Mint Yoghurt Dip amongst other party appetizers like Delicious Butter Chicken Pani Puri Recipe or Spicy Lemon Chilli Paneer Tart With Curry Leaves Recipe
"
Chicken And Shrimp Bánh Xèo Recipe  -Vietnamese Stuffed Crepe,",1 cup Rice flour,1/2 teaspoon Sugar,1/2 teaspoon Salt,1/2 teaspoon Turmeric powder (Haldi),1 cup Coconut milk,Chilled water , as required,150 gram Shrimps , peeled and deveined,Salt , to taste,1/2 teaspoon Black pepper powder , freshly ground,1 teaspoon Lemon juice,1 teaspoon Extra Virgin Olive Oil,300 gram Chicken breasts , cut into the pieces,2 teaspoons Ginger Garlic Paste,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1 teaspoon Garam masala powder,2-3 tablespoons Sunflower Oil,3 tablespoons Roasted tomato pasta sauce,Salt , to taste,1/2 teaspoon Sugar,1 cup Coriander (Dhania) Leaves , chopped,1 Green Bell Pepper (Capsicum) , julienned,1 Carrots (Gajjar) , julienned,1 Cucumber , julienned,1 Onion , julienned,1 tablespoon Lemon juice,1 tablespoon Extra Virgin Olive Oil,Salt , to taste",10,55,65,4,Vietnamese,Main Course,Non Vegeterian,"To prepare Chicken And Shrimp Bánh Xèo Recipe, take a large mixing bowl and mix together the rice flour, sugar, salt and turmeric powder. Beat in the coconut milk to make a thick batter. Then slowly beat in enough water to make a crepe batter. Set the batter aside to rest.Heat olive oil in a Shallow-fry pan over a medium heat add shrimp and cook for about 1 minute, add black pepper and salt.Turn the shrimps over and cook until opaque throughout about 1 minute. Add lime juice and transfer onto a plate.Heat oil in a wok. Add ginger-garlic paste and saute for half a minute. Add chicken pieces, turmeric powder, cumin powder, chilli powder and again fry for a minute.Add tomato sauce, salt and sugar mix well and cover the lid to cook the chicken in lower flame.When chicken cooked till soft and tender now sprinkle garam masala powder on it and switch off the flame.Making CrepesHeat a Crepe pan to medium flame, add a small amount of oil, stir the crepe batter well and pour 1/2 cup batter into the saute pan.Swirl the pan to coat the bottom. Lay 3 or 4 of the lime shrimp and roasted chicken over one-half of the crepe and then sprinkle a small handful of veggies over the filling.When the middle of the crepe looks cooked through and the edges of the crepe begin to brown, fold the crepe over to cover the filling and slide the Vietnamese Crepe onto a plate.To serve the Chicken And Shrimp Bánh Xèo Recipe (Vietnamese Stuffed Crepe) arrange the fresh Charred Corn and Radish Salad Recipe on a platter, with Nuoc Cham Chay Dipping Sauce Recipe for a weeknight dinner.
"
Spicy Tandoori Paneer Open Puff Recipe ,",2 cups All Purpose Flour (Maida),1 cup Butter (unsalted) , at room temperature,1 teaspoon Salt,1 cup Butter (unsalted) , hard,100 grams Paneer (Homemade Cottage Cheese) , crumbled,100 grams Sweet corn,1 Onion , sliced,1 Green Bell Pepper (Capsicum) , sliced,1 Tomato , chopped,1 teaspoon Ginger Garlic Paste,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1 teaspoon Chaat Masala Powder,1 tablespoon Lemon juice,1 tablespoon Hung Curd (Greek Yogurt)",120,35,155,4,French,Snack,Vegetarian,"To begin making the Spicy Tandoori Paneer Open Puff Recipe by making the butter log first. Use the unsalted butter which hard and cut them into small cubes.Spread them on a cling film and wrap it in such a way the u can roll it flat. Using rolling pin roll the butter into a rectangular shape about 2 centimeter thick. Make sure u do this quickly otherwise the butter will melt quickly.Place the rolled butter in the cling film itself and keep it in the refrigerator for 15 minutes.In the meanwhile make the dough, add all the ingredients in a mixing bowl. Using your hand create a crumble texture with the dough by mixing the flour and butter together.Slowly add water and knead it into a soft dough, keep it in the refrigerator for 10 minutes. Once done take out the dough and start rolling it into a rectangular shape so you can wrap the rectangular butter log with this dough.Once it is rolled, take out the butter and place it in the center, fold in and wrap the butter inside make sure you seal all openings by just pinching the dough.After sealing, gently roll the dough keeping the rectangular shape intact. Keep dusting flour on the dough and rolling it so that it does not stick. Keep edges straight and even. Don’t overwork the dough.Roll it into a long rectangular shape about 20 cm length  to 10 cm  breadth, keep the long length facing towards you, fold the left side to the middle and the right side as well, so that the two edges meet the center.Now fold it like a book and dust some more flour and refrigerate by covering it with a cling film for 10 minutes.Repeat the process around 5 times, make sure you refrigerate the dough every time you do the book folding.Keep the edges straight and do not over work it.In the meanwhile, pre-heat the oven to 220 degrees Celsius and keep it ready for baking.To make the fillingHeat a sauce pan with oil, add onions, ginger and garlic paste and saute until the onions soften.Add tomatoes and the spice powders and saute well till the tomatoes are cooked. Mash them well as you cook.Add bell peppers, crumbled paneer, sweet corn and mix well, at the end add curd and give it a nice mix. Saute until the masala has combined well.To assembleTake the dough out, roll it into a rectangle with 2 centimeter thickness. Cut the big rectangle into small squares about 10 centimeter.Take a heap tablespoon of the filling and place them in the center of each square. Place these puffs over a greased tray.Brush them with olive oil and sprinkle some toasted sesame seeds and bake in the oven for about 20 minutes.Serve warm. Serve the Tandoori Paneer Open Puff as a tea time evening snack and pair it along with a good cup of Wa Oolong Tea Green Tea
"
Tuna Rasam Bhaji Recipe (Tuna Sabzi Flavoured With Rasam Powder),",110 grams Canned tuna , (drained tuna from one standard tin),1 Onion , finely sliced,1 Tomato , chopped to bite-size,1 Green Bell Pepper (Capsicum) , julienned,1 Potato (Aloo) , chopped to bite-size,1 Carrot (Gajjar) , julienned,3 Green Chillies , slit,1 inch Ginger , julienned, (save a few strands of julienned ginger to garnish later),2 teaspoons Rasam Powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder , (optional),2 teaspoon Cumin seeds (Jeera),1/2 Lemon , juiced,Salt , to taste,Coriander (Dhania) Leaves , to garnish,Sunflower Oil , to saute,Mixed vegetables , (optional)",15,15,30,4,Fusion,Side Dish,High Protein Non Vegetarian,"To begin making Tuna Rasam Bhaji Recipe (Tuna Sabzi Flavoured With Rasam Powder), prepare the vegetables and drain the tuna from the can.Heat 1-2 teaspoons of oil in a large pan or kadai.Once the oil is hot, add Jeera, allow them to sizzle.Immediately after they start sizzling, add julienned ginger and slit green chillies and fry for about 10 seconds.Add the onions and fry on low-medium heat until they turn translucent and soft.Add the turmeric powder, chilli powder (optional), rasam powder and sauté.Add the remaining vegetables and fry for 2-3 minutes or until the veggies are cooked about halfway through.Add the canned tuna and mix until the masala has coated the fish.Adjust the salt and cook for about 8-10 minutes with covered lid, stirring every once in a while, avoiding any charring.Once done and the tuna is cooked, squeeze in the fresh lemon juice and garnish with coriander leaves and julienned ginger.Serve Tuna Rasam Bhaji Recipe (Tuna Sabzi Flavoured With Rasam Powder) with Phulka Recipe, and Smoked Dal Makhani Dhaba Style Recipe, rice with Salad.
"
Beans On Toast Recipe,",1 cup Dry beans,3 tablespoon Extra Virgin Olive Oil,4 cloves Garlic , chopped,2 Onions , chopped,1/2 cup Homemade tomato puree,1 teaspoon Brown Sugar (Demerara Sugar) , (reduce if you prefer less sweetened beans),1 teaspoon Cumin powder (Jeera),1-1/2 tablespoon Cayenne Pepper , or red chilli powder,Salt , to taste,2 to 3 cups Water,Coriander (Dhania) Leaves , for garnish,4 slices Whole Wheat Brown Bread",10,120,130,2,Continental,World Breakfast,Vegetarian,"To begin with Beans on Toast recipe, soak the beans overnight or about for 10 to 12 hours.After 10-12 hours, drain the beans in a colander and rinse it off with fresh cold water.Heat the olive oil in a pan, add the chopped garlic and onions and gently cook for a few mins until it softens.Add the tomato puree and let it cook till the puree gets thick.Now add all the spices into the pan and stir briefly to mix them properly.The next step is to add the soaked beans and sauté the mixture for 3 to 4 minutes. Add 2 cups of water and bring a boil on the high flame. After a boil, reduce the heat to medium. Cook the beans with lid on for about 45 minutes to 60 minutes. Keep stirring at regular intervals and keep adding water if you see the pan turning dry.Once beans are fully cooked, add the brown sugar and mix it well. Turn off the flame and let the beans settle for some time.The next step is to bake the beans. Transfer the beans to a baking dish and cover it with a lid or with a aluminium foil.Bake the Beans on Toast at 180 degrees centigrade for about an hour. Check if it is baked properly, if not bake it for some more time until it's fully done.Take the baked beans out from the oven and serve it hot with toasted bread. Sprinkle some fresh coriander leaves or parsley for that beautiful hint of freshness in your bite.Serve Beans on Toast with Cocoa Banana Almond Date Smoothie to complete your delicious meal.
"
